tick,seq,t_ms,u1,u2,u3,u4,u5,u6,u7,u8,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32
4165,4165,94890.928,30,0,0,30,0,0,0,0,0.000295137754,0.000484489516,0.000448386592,0.000543904782,0.000438755669,0.000897551537,0.000663294864,0.00095162174,0.000295175589,0.000223176336,0.000194732522,0.000178813629,0.0001762303,0.000369103655,8.50635406e-05,0.000296458951,0.00032220842,0.000645409222,0.000503378804,0.000412558205,0.000271557103,0.000757017056,0.000464408222,0.00014539159,0.000209652731,0.000236533189,4.60782539e-05,0.000384734594,0.000255525607,0.000198362672,0.000151954679,0.000248548138
4166,4166,94900.4105,30,0,0,30,0,0,0,0,0.000406682113,0.00042873653,0.00057241926,0.000693219597,0.00051481236,0.00090110267,0.000343169813,0.000878931547,0.000335610181,0.000407866522,0.000183830838,0.000343465712,0.000247543736,0.00033101,0.000348264351,0.000313455617,0.000756682828,0.000669880887,0.000860722212,0.000304697431,0.000546236464,0.000761440082,0.000748988183,0.000317591563,0.000279701344,0.000162419732,0.000400403718,0.000492472027,0.000276793231,0.000185642552,0.000272219331,0.000308515213
4167,4167,94909.4284,17.4433495,0,0,30,0,0,0,0,0.000153169836,0.000209741949,0.000353355572,0.000244679744,0.000285966409,0.000450489781,0.000186914738,0.000468567247,0.000196102774,0.000195977365,0.000198988157,0.000195940505,0.000227075972,0.000354477466,0.000296085287,0.000330732786,0.000282469729,0.000343178515,0.000369936344,0.000192066669,0.00023858271,0.000433156005,0.000252016151,0.00013739003,0.000287930772,0.000141942772,0.00020321802,0.000242332986,0.000275722181,0.000204688389,0.000224546093,0.000233440762
4168,4168,94919.4814,14.0733843,0,0,30,0,0,0,0,0.000223155352,0.00030835846,0.000188494058,0.000366542139,0.000203065458,0.000117232245,0.000322723936,0.000157722316,0.000192123349,0.000191663581,0.00010018461,0.000162285462,0.000137122508,0.000157384915,0.000147046681,0.000156276103,0.000286059309,0.000215360138,0.000282981782,0.000187260157,0.000206567027,0.000187596757,0.000317180849,0.000154335678,0.000143524914,0.000121597564,0.000131473047,0.000235128784,0.000154328329,0.000112510519,0.000132006317,0.000172802669
4169,4169,94930.0016,19.6867302,0,0,30,0,0,0,0,0.000215901513,0.000270325254,0.000234026113,0.00035639471,0.000208655547,0.000296551327,0.00036384596,0.000287316012,0.000153341432,0.000217329391,8.06876124e-05,0.000193203916,0.000153498841,0.000158529176,0.000138310672,0.000134615781,0.000315990997,0.000264902366,0.000363497209,0.000127541425,0.000247678428,0.000292565586,0.000392006565,0.000177608978,0.000112649286,9.51533584e-05,9.61018814e-05,0.000220204354,0.000144336533,9.90342378e-05,0.000160412354,0.000181839758
4170,4170,94939.0146,22.6703844,0,0,30,0,0,0,0,0.000137485855,0.000186412246,0.000120057834,0.0002286667,8.24331291e-05,0.000137981886,0.000195289467,9.41319013e-05,6.42179439e-05,0.000126761748,4.22815792e-05,0.000122256155,0.00010407027,0.000100843965,0.000104321436,9.31705436e-05,0.000182384392,0.00010173468,0.000208265556,4.23822494e-05,0.000142616525,0.000117994292,0.000284524664,0.000108783759,7.42242846e-05,4.00423996e-05,6.64202744e-05,8.8694891e-05,8.85615518e-05,5.48204625e-05,0.000110334906,0.000106681444
4171,4171,94948.5214,20.6659028,0,0,30,0,0,0,0,8.88069335e-05,0.000100591766,0.000114795468,0.000145407568,8.17999316e-05,0.000138365329,0.000245705916,0.000126584186,4.5813722e-05,9.7027747e-05,1.1352342e-05,9.27058136e-05,6.85633495e-05,7.09037195e-05,7.18926894e-05,5.42586131e-05,0.000156808979,0.000101661513,0.000179204362,2.70761375e-05,0.000112040434,0.000130966917,0.000248354103,8.07003671e-05,3.9083945e-05,1.18152111e-05,6.66781707e-05,7.60129042e-05,5.26985314e-05,2.29993711e-05,7.67409365e-05,7.83844735e-05
4172,4172,94959.06,20.2527425,0,0,30,0,0,0,0,3.9572089e-05,5.53835562e-05,2.63644088e-05,8.65115871e-05,1.84003511e-05,8.42172958e-05,0.000112630092,5.8076701e-05,3.65442356e-05,2.37410604e-05,5.79711632e-05,2.07707963e-05,1.97470563e-05,4.33995847e-05,1.79641956e-05,5.21506736e-05,6.39753853e-05,2.86449376e-05,8.34831808e-05,6.83956096e-05,2.68827389e-05,4.07924672e-05,0.000224122632,1.63784644e-05,4.72859829e-05,5.52222918e-05,1.97946374e-05,1.80048992e-05,4.85244964e-05,5.01485192e-05,2.05669257e-05,1.98381167e-05
4173,4173,94969.5642,22.9412901,0,0,30,0,0,0,0,3.62870232e-05,3.34858669e-05,4.95897875e-05,4.02344886e-05,5.23236158e-05,6.4773878e-05,6.93363399e-05,7.21357283e-05,5.28047276e-05,3.24954344e-05,7.21079923e-05,2.67563173e-05,3.03352499e-05,4.11940746e-05,1.45201266e-05,4.9346716e-05,4.0105173e-05,6.6690518e-05,5.07248187e-05,8.34759485e-05,4.01410434e-05,6.17359765e-05,0.000144966602,3.12359225e-05,4.5692821e-05,7.07484942e-05,1.49775333e-05,4.66965248e-05,5.20818176e-05,6.56178308e-05,2.9222263e-05,3.40528022e-05
4174,4174,94979.07,27.0508486,0,0,30,0,0,0,0,4.54238798e-05,5.51477497e-05,5.78912841e-05,4.06468862e-05,6.45046894e-05,2.15274777e-05,5.78935687e-05,2.39829969e-05,7.88302641e-05,5.08420853e-05,9.80291952e-05,5.3572272e-05,7.78293543e-05,9.16900026e-05,3.89614615e-05,9.68606546e-05,2.62660524e-05,5.86327224e-05,2.3486904e-05,9.71189438e-05,5.31983424e-05,4.07128027e-05,7.28196901e-05,6.07602487e-05,8.31628859e-05,9.67525848e-05,1.88191952e-05,7.22142067e-05,9.51374022e-05,9.55570649e-05,6.49674475e-05,7.18299998e-05
4175,4175,94988.0653,30,0,0,30,0,0,0,0,7.25704958e-05,9.01634776e-05,9.52788905e-05,8.10145211e-05,9.41394756e-05,0.000100541918,4.88908845e-05,9.96456438e-05,8.74905963e-05,6.94428381e-05,8.74772013e-05,7.10210443e-05,7.85227021e-05,8.71808879e-05,4.21026198e-05,8.68496136e-05,6.36986588e-05,0.000106021049,7.75659719e-05,9.41682665e-05,8.18338303e-05,0.000101772763,5.43464412e-05,7.64713332e-05,7.7672601e-05,9.55175419e-05,2.77233503e-05,9.52322516e-05,9.14909324e-05,9.05107445e-05,7.2991279e-05,8.07534016e-05
4176,4176,94998.575,30,0,0,30,0,0,0,0,7.84643998e-05,9.97061288e-05,8.96485144e-05,9.69004032e-05,8.07390534e-05,0.000100274869,6.3165804e-05,8.32821097e-05,7.96088061e-05,7.42005941e-05,8.75949918e-05,7.80378541e-05,9.2051152e-05,8.99190054e-05,5.48234675e-05,9.04933913e-05,6.67324421e-05,9.48164598e-05,8.46098701e-05,7.75244771e-05,7.95548913e-05,8.95147095e-05,6.34880198e-05,7.7972305e-05,8.71751035e-05,8.9668596e-05,1.31789411e-05,8.81294691e-05,9.12169053e-05,9.72475682e-05,8.00308917e-05,8.34144448e-05
4177,4177,95008.2333,30,0,0,30,0,0,0,0,8.35230239e-05,9.4468669e-05,9.99019176e-05,9.37636578e-05,9.2362985e-05,0.000108267603,5.10035097e-05,0.00010236838,8.14387822e-05,8.17237451e-05,7.19746313e-05,8.39776912e-05,8.36684267e-05,8.62464367e-05,4.99404705e-05,8.15113599e-05,8.30378194e-05,0.000109888766,0.000102821556,8.29652708e-05,8.66536211e-05,0.000110274254,0.000106337284,7.9326659e-05,7.35617941e-05,8.145639e-05,1.92850457e-05,9.928894e-05,8.04524243e-05,7.88177131e-05,7.90987106e-05,8.68263523e-05
4178,4178,95017.7314,30,0,0,30,0,0,0,0,9.60586622e-05,0.000116545285,9.75285802e-05,0.0001147082,8.38095802e-05,0.000113574592,4.98987647e-05,0.00010038718,7.73533247e-05,9.16326826e-05,7.59850445e-05,9.02980246e-05,8.56223778e-05,8.285066e-05,5.50272052e-05,7.78540052e-05,8.37631305e-05,0.000104703744,0.000103679151,7.50164254e-05,9.07974463e-05,0.000106608808,0.000152344073,8.71694356e-05,6.77141288e-05,8.23946248e-05,3.59455807e-05,9.70550172e-05,7.68217797e-05,7.81457566e-05,8.47105402e-05,9.14655539e-05
4179,4179,95027.4844,30,0,0,30,0,0,0,0,0.00010622805,0.000111498433,0.000117835589,0.000119169425,9.98970718e-05,0.000120841069,2.08556376e-05,0.000121803714,8.8115019e-05,0.000104060731,7.90147533e-05,9.98968899e-05,0.000100096848,9.80813347e-05,8.31571233e-05,9.19848171e-05,0.000104551742,0.00012153537,0.000119913297,8.93529941e-05,0.000103884377,0.000121299861,0.000199949005,9.78913304e-05,7.53719214e-05,8.95580888e-05,6.8466783e-05,0.000107106353,9.11612951e-05,8.66905102e-05,9.60559773e-05,0.000108746863
4180,4180,95037.9522,28.3494156,0,0,30,0,0,0,0,7.74557921e-05,9.88576139e-05,8.13544757e-05,0.000109501452,7.20120734e-05,0.000116313662,3.82796279e-05,9.96115268e-05,5.55098231e-05,7.94153748e-05,4.91230348e-05,7.14756243e-05,6.6710003e-05,5.57295352e-05,5.80351734e-05,4.87114412e-05,7.93635336e-05,9.19022277e-05,9.35516437e-05,6.13007433e-05,7.56105073e-05,9.6707503e-05,0.000198214417,6.609103e-05,4.34997128e-05,5.03171323e-05,5.09628771e-05,7.64807046e-05,5.39508947e-05,5.04888412e-05,6.63301471e-05,7.24104175e-05
4181,4181,95049.0089,28.1294247,0,0,30,0,0,0,0,5.07081932e-05,7.16877912e-05,5.64610273e-05,7.51900807e-05,3.74961346e-05,7.35361245e-05,2.63286893e-05,5.89472183e-05,2.42427523e-05,4.94608357e-05,2.02311257e-05,4.2021682e-05,3.74929296e-05,2.52797563e-05,3.29487557e-05,2.09209957e-05,5.74098922e-05,5.54291037e-05,6.89053122e-05,2.48290198e-05,5.29184108e-05,6.04748202e-05,0.000162588985,4.21698824e-05,2.23364532e-05,2.10005128e-05,4.16754483e-05,3.7598038e-05,2.65692743e-05,2.57136126e-05,3.67811444e-05,4.22203702e-05
4182,4182,95058.5581,28.3890127,0,0,30,0,0,0,0,2.81392022e-05,2.62681478e-05,2.86058275e-05,3.50232622e-05,3.48994508e-05,3.89284287e-05,1.72108503e-05,3.41122432e-05,3.67635184e-05,2.57328247e-05,4.32566885e-05,2.53604885e-05,3.16568585e-05,3.38956997e-05,2.59939461e-05,3.40174411e-05,2.72454236e-05,3.10365758e-05,2.85221504e-05,4.02861297e-05,2.93863195e-05,3.19290302e-05,0.000112964801,3.07064147e-05,3.0778876e-05,4.5605444e-05,2.53504586e-05,3.27864109e-05,3.28948881e-05,3.81937243e-05,3.07772389e-05,3.18569982e-05
4183,4183,95067.0598,28.0294322,0,0,30,0,0,0,0,4.62428179e-05,3.0948966e-05,4.30147666e-05,1.84346027e-05,7.10563327e-05,2.39760211e-05,3.88664121e-05,3.18899365e-05,7.61347183e-05,4.60355222e-05,8.77811763e-05,5.42930393e-05,6.62375533e-05,7.81005292e-05,4.97661094e-05,8.27748445e-05,3.88418484e-05,5.19159803e-05,2.46184591e-05,8.18261688e-05,5.06088727e-05,4.07190309e-05,6.88219152e-05,6.10568968e-05,7.33133784e-05,8.54251994e-05,2.98885207e-05,5.96982318e-05,7.7519886e-05,8.53297752e-05,6.78600554e-05,5.98826846e-05
4184,4184,95077.1088,28.0096179,0,0,30,0,0,0,0,4.76280693e-05,3.49281727e-05,3.57068966e-05,2.11520273e-05,6.43027088e-05,2.99606745e-05,3.24904031e-05,3.4541139e-05,7.12182955e-05,4.409744e-05,7.53397762e-05,5.34379542e-05,6.41175648e-05,7.34191563e-05,4.378019e-05,7.05500715e-05,3.61903622e-05,5.27955308e-05,2.63265993e-05,7.77742825e-05,4.67895698e-05,4.28700441e-05,6.56769189e-05,5.60673179e-05,6.35152755e-05,7.97570319e-05,2.68059084e-05,5.62109453e-05,6.97245487e-05,7.72984349e-05,6.60436344e-05,5.78729996e-05
4185,4185,95087.6081,28.0932507,0,0,30,0,0,0,0,3.85347448e-05,3.14422687e-05,3.4427263e-05,2.68616095e-05,4.25341859e-05,2.74223221e-05,1.81500345e-05,3.11128169e-05,5.25636642e-05,3.28195929e-05,6.21168438e-05,4.12662885e-05,4.828897e-05,6.46370099e-05,3.41813684e-05,5.3240663e-05,2.66198949e-05,3.93940572e-05,2.71387999e-05,4.71067942e-05,3.55182965e-05,3.59162004e-05,7.34184723e-05,3.90796486e-05,4.94128108e-05,5.80082778e-05,2.21307746e-05,4.02832302e-05,5.35097315e-05,6.24664826e-05,5.04502823e-05,5.11413455e-05
4186,4186,95096.6399,28.1057736,0,0,30,0,0,0,0,5.08541743e-05,4.80986237e-05,6.47323686e-05,3.51642884e-05,6.59379366e-05,5.48334938e-05,7.18980591e-05,5.18443194e-05,6.57024066e-05,4.97966212e-05,7.1684306e-05,5.79656953e-05,7.15370552e-05,7.61423871e-05,5.05197822e-05,7.25764767e-05,4.51074557e-05,6.09597264e-05,4.4425371e-05,6.574484e-05,5.54791586e-05,6.35206015e-05,3.82934668e-05,6.05781497e-05,6.59800717e-05,7.59528921e-05,2.47532662e-05,5.73050493e-05,6.85380583e-05,7.82212883e-05,6.4510612e-05,6.63712417e-05
4187,4187,95106.1145,28.0981793,0,0,30,0,0,0,0,7.68233876e-05,7.21627439e-05,9.03148248e-05,6.12944423e-05,8.95447301e-05,8.32363658e-05,0.000112512236,7.2625342e-05,8.39758723e-05,7.10540844e-05,9.16264107e-05,7.80117916e-05,9.01086532e-05,9.28475492e-05,6.935907e-05,9.67708329e-05,6.7322253e-05,7.9645637e-05,6.52965464e-05,9.26642533e-05,8.18686603e-05,7.88933467e-05,3.47434907e-05,8.17077816e-05,8.84780748e-05,9.81773483e-05,4.67630634e-05,7.83567739e-05,9.25627101e-05,9.74141512e-05,8.58874264e-05,8.93603137e-05
4188,4188,95116.1342,28.1046207,0,0,30,0,0,0,0,5.56414925e-05,5.23999224e-05,6.55029144e-05,4.17755073e-05,7.13843328e-05,6.74512412e-05,0.000116006951,5.48518656e-05,6.48968853e-05,5.13532796e-05,7.03193436e-05,5.28400851e-05,6.41328443e-05,6.55686672e-05,5.28055243e-05,6.58526114e-05,4.83085605e-05,6.35336328e-05,4.59339062e-05,7.32195331e-05,6.02630571e-05,6.20652718e-05,4.94002234e-05,5.8921265e-05,5.72450554e-05,7.29963431e-05,2.87856146e-05,5.8780417e-05,6.99907978e-05,7.11960456e-05,6.47109773e-05,6.72381648e-05
4189,4189,95125.6386,28.1141478,0,0,30,0,0,0,0,3.95446659e-05,4.27813829e-05,5.47171257e-05,3.55211159e-05,5.37284577e-05,5.98014049e-05,3.90322057e-05,4.74206063e-05,5.55131628e-05,4.3813412e-05,6.0811919e-05,4.07732696e-05,4.69986189e-05,5.0763836e-05,4.11340225e-05,5.00598362e-05,3.25097426e-05,5.67316456e-05,3.88212757e-05,6.21007348e-05,4.71719068e-05,6.15844619e-05,3.56806631e-05,4.60205993e-05,4.42672826e-05,6.47696506e-05,1.85120898e-05,5.3264288e-05,5.71486744e-05,5.95905076e-05,5.17520311e-05,5.85612979e-05
4190,4190,95135.1371,28.1201638,0,0,30,0,0,0,0,5.3661839e-05,5.54086801e-05,6.28588168e-05,4.93280677e-05,6.32219817e-05,6.93658658e-05,3.23264685e-05,6.22859152e-05,6.10387215e-05,5.56579507e-05,7.02314574e-05,5.41135487e-05,6.03893932e-05,6.27464324e-05,4.58438917e-05,6.16205725e-05,4.69150618e-05,6.68463763e-05,4.87274301e-05,6.42502564e-05,5.70056582e-05,6.92220783e-05,3.58282705e-05,5.56523046e-05,5.86775786e-05,6.7628338e-05,2.86811592e-05,6.45302571e-05,6.52324088e-05,7.00294622e-05,5.97498838e-05,7.05000639e-05
4191,4191,95145.1663,28.1250631,0,0,30,0,0,0,0,4.06141698e-05,4.61188247e-05,5.16793407e-05,4.0824114e-05,4.39101968e-05,6.22198131e-05,6.78561846e-05,4.68308972e-05,5.09578967e-05,4.49212348e-05,5.00319038e-05,4.08882515e-05,4.90293642e-05,4.50698899e-05,3.53799041e-05,4.7485606e-05,3.89417e-05,4.78108705e-05,4.05186511e-05,5.38137756e-05,4.34629401e-05,4.81459683e-05,4.19881799e-05,4.04706188e-05,4.21618352e-05,4.88133446e-05,2.43724935e-05,4.87903999e-05,4.78275688e-05,4.64795121e-05,4.30887012e-05,4.85131313e-05
4192,4192,95154.7672,28.1301667,0,0,30,0,0,0,0,6.23702945e-05,7.37242808e-05,9.02156899e-05,7.06927822e-05,8.17862019e-05,8.98858998e-05,5.81942331e-05,7.29050953e-05,7.84149306e-05,7.58360766e-05,6.87721404e-05,7.35233116e-05,6.63120445e-05,6.70430454e-05,4.69732804e-05,6.55458716e-05,6.98186996e-05,8.37375046e-05,6.95213967e-05,8.29975397e-05,7.64188953e-05,8.32545484e-05,7.35567737e-05,6.92938993e-05,6.01951142e-05,7.99687332e-05,3.95174247e-05,7.4527321e-05,6.98966469e-05,6.3279178e-05,6.27729751e-05,7.55569563e-05
4193,4193,95166.3966,28.1350041,0,0,30,0,0,0,0,9.01062158e-05,9.71700356e-05,0.000135143593,9.64949359e-05,0.000137728173,0.000125812861,3.04445566e-05,0.000133865586,0.000117766358,0.000117036587,9.73931092e-05,0.000114479109,9.83603895e-05,0.000105520259,5.09481251e-05,9.14766424e-05,0.00010230318,0.000143327503,0.000107782034,0.000142399003,0.000108709653,0.000138805175,0.000108012435,0.000106371503,8.44323076e-05,0.000116618517,3.40032821e-05,0.000127345178,9.4841118e-05,9.20607417e-05,9.1906375e-05,0.000111090158
4194,4194,95175.9006,28.139356,0,0,30,0,0,0,0,3.86567699e-05,3.290729e-05,9.29933303e-05,3.22353881e-05,0.000116285475,7.26513244e-05,4.53968642e-05,9.61402257e-05,8.21955618e-05,7.07864237e-05,4.58698851e-05,6.76726559e-05,4.46252852e-05,6.50619259e-05,4.73149812e-05,4.16129515e-05,4.67778846e-05,0.00011069754,5.32321901e-05,0.000135489434,5.66294111e-05,9.76228694e-05,4.14100396e-05,6.4036496e-05,2.97422339e-05,7.66505837e-05,6.13217344e-05,9.67359956e-05,4.51933811e-05,3.22549713e-05,3.66759778e-05,7.06162828e-05
4195,4195,95184.933,28.143356,0,0,30,0,0,0,0,2.01618495e-05,1.41239771e-05,7.94265361e-05,1.74384058e-05,0.000102697581,5.69786316e-05,3.44045548e-05,8.81056621e-05,7.60617113e-05,4.72205975e-05,2.32376478e-05,4.70225459e-05,2.12359191e-05,4.94654414e-05,5.5673343e-05,2.41582075e-05,2.67434498e-05,0.000101985803,4.2990745e-05,0.000153412344,3.10935211e-05,9.07726935e-05,2.64666032e-05,3.51616363e-05,1.30015906e-05,6.40736398e-05,0.000101486999,9.26919965e-05,2.4327046e-05,1.4843501e-05,1.72799391e-05,5.21773218e-05
4196,4196,95195.4278,28.1470771,0,0,30,0,0,0,0,2.35803909e-05,2.65927574e-05,6.33111558e-05,3.0491592e-05,4.4597582e-05,4.04758503e-05,6.34851822e-05,9.26699431e-05,6.11431678e-05,3.39542203e-05,3.10053401e-05,3.4819448e-05,2.79666438e-05,7.69749095e-05,6.5699176e-05,5.21510847e-05,2.66074821e-05,8.18225453e-05,3.56287928e-05,8.73389581e-05,2.45785432e-05,9.30417955e-05,4.45661171e-05,3.12196935e-05,2.32887669e-05,4.77500325e-05,0.000106641339,8.14939776e-05,4.17258852e-05,2.68930398e-05,2.51036672e-05,4.64460391e-05
4197,4197,95205.7768,28.15052,0,0,30,0,0,0,0,2.01673793e-05,1.93417109e-05,3.4534467e-05,1.98780654e-05,2.05877459e-05,3.20084437e-05,6.08978371e-05,5.50149016e-05,3.27198395e-05,2.50638022e-05,4.29153151e-05,3.09950628e-05,3.71270944e-05,9.43636551e-05,3.36210323e-05,7.47747254e-05,2.57772717e-05,3.72768809e-05,2.62178892e-05,3.46267625e-05,1.90676583e-05,5.01086724e-05,4.12046684e-05,1.95391131e-05,5.22884948e-05,2.97032966e-05,6.97895957e-05,4.02952901e-05,6.12588847e-05,4.26670449e-05,3.06054826e-05,3.95112802e-05
4198,4198,95213.7906,28.1536968,0,0,30,0,0,0,0,3.18776438e-05,2.2131926e-05,5.11647559e-05,1.68269908e-05,2.22032941e-05,5.449745e-05,6.58368299e-05,8.51990553e-05,4.00878307e-05,4.32394008e-05,6.19055791e-05,5.47757991e-05,6.73793402e-05,0.000133091569,2.1337908e-05,0.000116863113,4.37213021e-05,5.91047065e-05,4.6132096e-05,2.56887506e-05,3.43671054e-05,6.74582916e-05,3.32764903e-05,2.71237786e-05,9.91958077e-05,3.63967702e-05,3.78293589e-05,5.76925304e-05,0.000103524755,6.61406666e-05,4.78321053e-05,6.29984497e-05
4199,4199,95224.2856,28.1566321,0,0,30,0,0,0,0,5.59195287e-05,4.58659124e-05,5.69648801e-05,3.91290923e-05,4.34541944e-05,7.1698465e-05,0.000153620116,8.7646833e-05,5.37560481e-05,6.10919815e-05,7.72374624e-05,6.96839998e-05,7.6505843e-05,0.000125238919,7.38426388e-05,0.000113444206,6.39532082e-05,6.93125476e-05,6.22162479e-05,2.51425336e-05,5.62530731e-05,6.80257581e-05,3.89702182e-05,4.98193149e-05,0.00011326767,6.57916971e-05,2.83458849e-05,6.09072158e-05,0.000101157057,7.51261468e-05,5.83160581e-05,6.44601678e-05
4200,4200,95234.3496,28.1593459,0,0,30,0,0,0,0,3.19189894e-05,3.80763922e-05,3.73763032e-05,4.1259882e-05,3.46943307e-05,6.15442041e-05,0.000152569424,4.81647039e-05,4.6266141e-05,4.23732636e-05,6.56088232e-05,4.68458602e-05,5.69461881e-05,0.000104622159,7.51073239e-05,0.000100279576,3.66525383e-05,3.86396205e-05,4.36087903e-05,2.96890321e-05,4.11280889e-05,4.21859113e-05,2.73267542e-05,3.01389464e-05,9.80755503e-05,6.12186122e-05,3.66826062e-05,3.8447477e-05,8.64074391e-05,6.89784429e-05,4.26619517e-05,4.75745328e-05
4201,4201,95243.839,28.1618541,0,0,30,0,0,0,0,2.11908937e-05,2.48031156e-05,3.98259617e-05,2.93313115e-05,4.21332297e-05,3.22203414e-05,0.000141765602,3.05594949e-05,2.36609139e-05,2.52415375e-05,4.82538271e-05,2.70573e-05,4.17023366e-05,6.41763763e-05,8.64485846e-05,7.63759235e-05,3.43540487e-05,3.80125202e-05,3.35023942e-05,3.32265881e-05,2.49899695e-05,3.85427848e-05,3.40450388e-05,2.01038383e-05,8.29475684e-05,3.00728279e-05,6.35687102e-05,3.23102104e-05,6.03613407e-05,5.88012263e-05,3.32534873e-05,2.47178195e-05
4202,4202,95254.3573,28.1641721,0,0,30,0,0,0,0,2.54957158e-05,2.33362043e-05,8.87512069e-05,2.46560303e-05,8.99921943e-05,3.89792185e-05,0.000145106314,6.98781369e-05,5.50037148e-05,4.15429058e-05,2.89637683e-05,3.60973136e-05,3.28594251e-05,4.79976843e-05,6.33972086e-05,4.50797015e-05,5.25112955e-05,8.6705877e-05,6.40915241e-05,8.78304854e-05,3.27222733e-05,8.73917161e-05,3.26821319e-05,3.79079065e-05,3.7547401e-05,3.43844513e-05,7.8633675e-05,8.26074684e-05,4.043644e-05,3.23210479e-05,3.3788765e-05,4.33272653e-05
4203,4203,95263.3806,28.1663144,0,0,30,0,0,0,0,2.64257778e-05,1.24585349e-05,0.000104469349,1.89664843e-05,0.000107349719,6.47542765e-05,0.00015841295,0.000111644724,8.5638123e-05,6.76748386e-05,3.90338646e-05,6.22802982e-05,5.92510332e-05,0.000102590988,3.04732894e-05,9.4342191e-05,5.71688943e-05,0.000120537399,5.52778947e-05,0.000117607582,4.45509831e-05,0.0001122268,1.09909652e-05,4.20676515e-05,6.27791451e-05,6.06674694e-05,9.92777495e-05,0.000114734314,8.19114066e-05,3.54359909e-05,5.09912206e-05,8.13073202e-05
4204,4204,95274.3483,28.1682945,0,0,30,0,0,0,0,5.55157494e-05,2.18678197e-05,0.000108206426,1.52309913e-05,9.1879112e-05,9.12862597e-05,0.000125680657,0.000107203501,8.63676396e-05,7.80357659e-05,7.20219032e-05,8.64933027e-05,8.94649711e-05,0.00014651021,3.14749959e-05,0.000152736829,6.93486872e-05,0.000110790148,8.16564498e-05,9.9771205e-05,7.00767632e-05,0.000107795051,2.23162751e-05,5.17035151e-05,0.000120593832,7.51953703e-05,4.99746384e-05,0.000103833139,0.000127808598,7.45747966e-05,8.41411602e-05,9.98200121e-05
4205,4205,95283.37,28.1701246,0,0,30,0,0,0,0,8.39517088e-05,4.47428793e-05,0.000108588021,2.31657614e-05,9.27369474e-05,0.000106370986,4.07060761e-05,6.32551673e-05,7.65886725e-05,7.77094392e-05,9.49093883e-05,8.96123092e-05,0.000100808691,0.00015271084,4.14865426e-05,0.000164892481,9.18923179e-05,7.40129472e-05,7.85457014e-05,6.40055514e-05,0.000101749698,8.92691896e-05,2.36614669e-05,8.79222207e-05,0.000135864771,8.88980139e-05,3.38383907e-05,7.48138846e-05,0.000140915334,0.000101715996,9.7798089e-05,0.000104515209
4206,4206,95293.9137,28.1718161,0,0,30,0,0,0,0,8.66249102e-05,7.29587191e-05,8.33553568e-05,5.36850712e-05,6.64534164e-05,0.000107650652,5.29350873e-05,7.07377403e-05,5.77347892e-05,7.87087192e-05,0.000100896461,9.24632695e-05,0.000103399841,0.000157700284,4.1728239e-05,0.000156038281,7.74821965e-05,6.63232495e-05,7.57151356e-05,3.34398101e-05,8.92403332e-05,8.09825142e-05,3.11583026e-05,8.44826282e-05,0.00013420367,7.94250736e-05,3.93920054e-05,6.38600322e-05,0.000139076947,0.000108076609,0.000101615755,0.000102687729
4207,4207,95303.5159,28.1733796,0,0,30,0,0,0,0,7.08903099e-05,6.62991297e-05,6.3936066e-05,4.8391219e-05,4.98247318e-05,0.000112393151,5.18319794e-05,9.04561821e-05,4.71116764e-05,8.09033154e-05,8.37350235e-05,9.08896618e-05,9.28947993e-05,0.000145437923,4.55156951e-05,0.000138203526,4.31114931e-05,7.01466051e-05,6.09560921e-05,4.29447355e-05,6.42120212e-05,7.89610422e-05,2.92321693e-05,6.84613915e-05,0.000123242222,6.64077379e-05,2.95376667e-05,5.91462885e-05,0.000121403718,9.18218357e-05,8.84719775e-05,9.41448816e-05
4208,4208,95313.021,28.1748248,0,0,30,0,0,0,0,4.94403794e-05,4.36561386e-05,6.68241482e-05,2.76265473e-05,7.7161123e-05,0.000102195831,0.000176113346,0.000128840038,9.33895717e-05,0.000100338555,9.17197831e-05,0.000101749676,8.3225772e-05,0.000145067039,2.65315321e-05,0.000124396494,3.30422408e-05,0.000115346178,4.52372369e-05,0.000125691033,4.81072275e-05,9.30776805e-05,1.68866754e-05,6.30053619e-05,0.00010057335,0.000103914281,6.05638852e-05,0.00010361868,0.000114137518,8.38112974e-05,8.2043407e-05,0.000102921804
4209,4209,95323.0345,28.1761606,0,0,30,0,0,0,0,5.67510215e-05,4.92412655e-05,9.41828184e-05,3.06725233e-05,0.000101438112,0.000129211956,0.000205246295,0.000166026191,0.000118124051,0.000119299737,0.000116207746,0.00011632769,9.63685961e-05,0.000158575058,1.81586565e-05,0.00013459308,2.96420931e-05,0.000145896149,6.55253752e-05,0.00014856171,5.5613451e-05,0.000130001383,3.82125581e-05,6.70225854e-05,0.000112419184,0.000129559208,5.13219675e-05,0.00013268218,0.000121620586,0.000101261365,9.14430857e-05,0.000119018805
