tick,seq,t_ms,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16
457,457,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.686491051047,215.663025460231,286.495412553651,225.800831984993,238.940262817995,293.36895572243,321.077975414989,253.856494519985,241.995675141875,212.479067935415,195.147306991323,233.797450136774,243.429196212808,289.550065333809,222.152571888961,240.880832979988
458,458,4570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.323036062791,286.729964290037,225.699952819085,239.263087897813,262.77763211044,182.956956471015,308.14906028491,214.92205290506,232.63137102849,296.166248507305,280.944339862289,212.409980415738,267.640158451905,278.165608125932,231.804756019879,249.684235291626
459,459,4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.479382645367,232.447018805573,261.688497241724,285.666448225033,245.573232486983,227.75038571546,283.453424081063,213.560553584154,315.402168154705,294.521699696095,286.19775763063,232.768410811153,259.89662455152,301.292060160829,280.616833961964,217.628735129601
460,460,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.781038873993,260.889407692411,228.991049438147,162.664725037776,202.488824251687,209.743325379571,284.099619865335,271.80000600461,241.943413671579,236.054561783178,280.565720506806,266.851143749515,231.126862234744,311.698113048372,305.624140947649,273.843599193325
461,461,4600,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,233.33078393501,270.720492263674,205.167507753148,260.312339060773,228.588746781196,197.449418004403,292.4905308771,304.842530382731,285.415384242272,256.981416175476,240.144559108945,226.242992267242,299.697444406349,262.005076454321,208.778990545886,251.330966394217
462,462,4610,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,255.733042190096,224.431439177445,282.745516078626,247.010358343857,277.162154433327,303.983540705102,299.744649468381,170.504838346484,265.069390694172,236.577464615204,267.438313261429,262.471546586131,240.983286218771,322.786251019074,272.86128769624,279.599478869476
463,463,4620,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,284.797305668947,259.310449385285,264.462588482816,245.57850157436,282.213938775619,287.724790384676,291.005161207141,299.588619123675,202.809464185942,291.422166027782,275.084929388978,296.201898046431,260.615748975017,253.555640508173,181.716275149944,207.512841262468
464,464,4630,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,208.692616414471,223.795843293232,223.411078716869,251.801510473444,195.210365450745,234.544429727669,268.782472669076,263.489393006981,267.114064315361,263.1277673224,269.806836988084,335.403426653332,306.479516332935,217.989351509715,186.944421548106,230.312500647725
465,465,4640,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,273.354694066834,235.115649613274,224.309750426144,230.727844070743,228.903963343345,231.27944870737,287.881638606577,277.937476649727,235.10072401571,250.131935174154,245.009707496057,216.587534161849,292.3289088268,291.100434296069,232.261212175573,220.814337467405
466,466,4650,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,203.457046365639,252.694999000752,262.707211422892,235.578473398045,275.3636723504,249.682232388836,303.619347222992,268.008454076687,282.852243339996,234.887418115412,282.962493939581,262.475642724108,176.250993773712,245.063258404564,277.699155268842,203.243153199276
467,467,4660,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,322.777110142607,308.542516158219,233.709509237375,203.815579009426,230.023609086504,303.014485877682,326.677967733302,288.505587778318,254.622575069585,312.234024341853,272.422219675683,284.128172102094,273.837078128036,240.675092247246,230.186703736713,325.433058803663
468,468,4670,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,305.655472324074,278.946943260745,228.788535490943,275.938214001916,280.520286408808,275.375293872979,309.074979203053,279.241757917642,304.438450568424,243.738778432155,359.703300848773,245.149443751192,233.449678682775,229.762901994046,311.003066326317,246.886157738425
469,469,4680,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,219.554480073575,294.371059525101,281.857358257846,283.079449482278,235.894552008112,247.282416943163,324.961269926985,229.984143231821,230.510479097291,274.538991754099,259.824623834461,228.660073811866,274.606649428876,235.015768447238,255.032613502112,217.168731607824
470,470,4690,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,173.07098605164,217.13153615281,252.961292855903,206.119098442505,213.386904761369,267.952727432602,336.774315428913,206.377226376715,260.392348239467,262.613938414765,240.438402855737,251.470816455234,307.32677178084,265.785384206261,278.16226808596,263.354234073312
471,471,4700,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,211.505914218607,229.569150102343,242.898283773038,197.436175366173,208.580171721522,247.084393602651,336.232748408916,312.015464660958,249.282774762209,229.162634886726,208.197773950896,319.928596393104,276.088563692651,312.919975426774,213.437920317266,227.572350850522
472,472,4710,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,245.61921518744,254.386448010829,230.983032044539,212.665323483171,237.0963290063,232.619856278284,339.480705679242,246.393150880765,221.206678192095,305.512387348066,226.082249065664,263.883495500954,269.345487517305,275.213596469841,278.413563215685,218.915698030579
473,473,4720,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,295.119122531728,205.449209963059,243.167714932711,315.409652196089,227.534044722162,211.710461663944,359.166648300284,293.619536849769,265.561207752557,208.036230980694,288.001076960334,222.630338890545,228.388215875671,231.636779183764,211.136395882103,263.817000039512
474,474,4730,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,246.133335535185,243.022911560089,256.252544174193,299.519430877215,150.304717214621,255.601216346897,347.841751907672,246.076231447954,270.72657217407,217.689191444331,298.571616826301,288.702228693484,262.701540766699,280.263249508468,237.382711186617,300.752149909767
475,475,4740,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,278.110768878374,290.27153567311,195.87508282102,213.741097461937,247.578784371098,260.234365816601,361.163555017313,270.45083387453,287.949565899645,277.114840311947,298.798304887065,275.558086618299,173.204372004295,288.908912456502,237.388011579198,255.744048321811
476,476,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.590867193529,249.507838246027,212.556644412985,164.058316183888,256.918546286556,216.712308407191,369.611534073515,261.819175524417,204.261374033256,312.848904527344,193.099845333071,255.118614309594,184.809562429531,206.001400219327,271.884938964522,236.469542021279
477,477,4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.502818251607,278.017302521536,239.402890792181,278.59796271552,256.380050087543,251.274959485594,369.196728499284,273.625735005305,289.814749726541,259.760101634414,296.088770349619,192.53587967458,239.223672833759,266.209903881924,220.644957493965,224.497343778154
478,478,4770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.559115673927,270.553090034794,235.296439445257,342.859841248194,284.298349662312,255.525798456058,371.622533937889,202.613754117134,322.156644666224,215.843956149156,232.750859597709,279.645147118481,238.783327155854,288.543136524495,255.089223986704,284.729190515346
479,479,4780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.134462848624,286.455841405103,267.256038678045,215.077528064178,254.883383166167,270.047132653503,355.905537582533,259.773508280216,237.452731650687,214.762843925977,271.542861965071,203.979197918282,172.12651353284,217.725796879262,246.722337678568,243.026465882099
480,480,4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.393937954545,238.704473510224,216.372705074536,263.80206497091,282.166409367506,244.049467866885,383.388700770107,273.594784486706,217.926226861224,223.929776235751,258.660601485383,217.165589787127,297.051174038627,370.411301916937,225.041960688576,239.555095759147
481,481,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.536231542912,205.185835276182,213.416576186118,247.957451446587,234.596298475053,314.920745368932,352.013134458295,259.473004237336,204.521295356932,236.162934202366,235.353066973621,227.199994623218,229.066590118173,242.374126228963,278.001568353285,242.757699760935
482,482,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.195453388248,269.385385793478,306.559168095543,176.283740120634,263.510817312124,294.856010216364,358.597847917769,297.243901971213,285.717865717072,248.372166585779,311.103221709823,225.222993172539,311.999889936608,337.547828312489,336.041123621311,221.159966238866
483,483,4820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.368073765554,215.148189589704,220.609909924993,271.484349654736,242.411320745995,261.169694350768,351.420835311111,205.970582607023,276.838279477228,227.595512376185,261.332524277685,291.068945043541,346.505860189485,272.583025843211,289.862481568561,243.422021007983
484,484,4830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.26833263154,278.586622769277,258.0445205314,214.614113557516,229.463120653837,232.316282767021,321.517847163389,274.908193525141,283.697816824249,249.581658988113,277.396130094458,301.909278979357,299.834237681013,269.147731492079,250.414681180482,236.085874675784
485,485,4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.030144411489,228.183496640096,288.476257408155,268.270469667054,243.603224948331,204.622824175887,307.251079782783,274.843399642915,221.68536868227,267.11658249354,248.783740614553,207.288448916174,262.616257682517,257.491968100741,227.54081445752,227.937943986031
486,486,4850,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,269.942195370868,270.66153665698,255.393529259566,325.640460129288,212.105027565375,293.214576960757,301.064566889009,198.309074772691,229.584357191041,277.615894794069,311.945444196991,257.212321671377,257.162087540881,247.240376369984,282.915565160723,242.742095283992
487,487,4860,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,253.104472978176,205.486612829763,253.867506499073,214.111549638746,248.232768125763,225.630770808859,316.550081882545,257.850202798689,209.26671799983,242.437738827806,246.328404169843,276.413712770788,240.625067885433,319.36680085956,214.552930004876,241.061507381314
488,488,4870,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,217.288075087382,234.704383139528,237.434003040036,251.111530970675,260.464773240026,219.334868690399,308.269713198147,299.484013772824,235.413325260709,198.907095284905,216.21397739678,185.172195263947,219.000265259606,216.0617959766,290.93598163721,274.294557937513
489,489,4880,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,263.462633752329,259.693633315663,279.807264011831,296.223701967013,202.821800920728,253.235089477437,339.537488239575,252.554664439146,213.664139067987,220.975154615002,268.889671772738,317.612601103243,211.853392605877,302.912712341006,253.443495401695,224.16534689127
490,490,4890,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,263.135458504988,231.06340579875,234.353752716904,236.056860846047,281.36461802055,251.278349295834,342.236441994804,261.430283702815,260.730655778753,237.603288717831,202.205899707402,283.005036204006,233.063186057026,354.742750749919,230.014663494432,246.794158990945
491,491,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.053570203265,256.401286601468,183.795710199455,290.55163576282,231.709478817478,260.197654919474,336.746179878273,265.138066915863,244.830349997547,278.644448360879,237.356409807386,279.010350332322,212.679694647385,250.116005080678,213.270800623938,263.861602528224
492,492,4910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.964176655224,252.06470671276,266.696618131113,283.372718304688,262.542399753608,240.649167922476,343.190878068168,207.796980551759,224.609216839718,233.449698639485,246.319744778518,221.955119174635,248.068504454387,304.082577774812,241.615568131612,213.941286095453
493,493,4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.160187211976,255.53246437012,268.435823416701,238.792091407634,274.149162251968,294.421904768253,342.394878825832,290.347358278976,254.006335545995,280.634187030792,232.358170116846,259.058809838245,287.655269069916,297.844895780575,225.711382149743,261.593420466695
494,494,4930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.263926515815,290.475092630024,225.476665867892,267.841287996844,200.079121904128,262.773700153359,357.531088709115,255.725638080332,304.154716994053,246.261370158257,282.49565804403,277.121665343498,314.790329609087,230.384749209038,290.310256154835,291.603228528943
495,495,4940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.307521295293,291.779723988698,191.584831084492,259.792104415764,238.065803675502,190.098144918496,357.076207790618,240.278674644651,205.079044208943,224.837812078147,270.243270415257,215.248181819433,271.80220478285,245.124244737119,217.510777538557,326.683452568648
496,496,4950,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,219.305033001266,300.313843591022,221.755103672495,210.880173960951,253.788471798471,196.068174724988,326.580766560974,238.892472677664,245.216479125044,244.313037724745,286.404874001669,244.130748881317,178.352397884203,227.634343052644,243.772072913902,289.339263227945
497,497,4960,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,231.73820982747,231.123850811305,268.290985082538,231.556733604849,202.421197817929,351.335053052316,310.698854438217,274.623642104232,219.874054359602,301.467052040486,228.42715976171,293.41628603253,216.930838660304,273.271124444851,273.310222381621,275.950184378165
498,498,4970,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,211.962042499467,264.171501419445,275.10670226257,236.669406820036,216.448946481387,269.927600233485,326.827154086313,196.526906186537,259.969004954651,266.901191656951,267.397374541751,216.953813657654,287.301018946361,262.644389592651,279.59970651363,248.933536245919
499,499,4980,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,254.778683191794,222.661176931801,210.340842525933,320.246653618269,283.172365070659,226.524911929798,329.214127950829,177.80398967789,226.145615621457,263.983284621747,200.4052807795,259.502293000726,279.667877958731,294.210057663643,203.219451452854,250.784080656259
500,500,4990,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,275.365506192844,275.3877534747,238.269201151057,271.904196048726,207.525675510646,261.856501248617,324.103132234108,231.620927789104,270.328675868638,275.009090567858,206.329346196097,254.841729605131,240.589402437736,283.993109221341,320.754482566391,227.646918780299
501,501,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.542048471029,257.692892057317,292.98942951746,180.067305854834,197.231795398713,229.320626627414,350.305005639437,250.838856641883,211.637103583726,236.536909765439,215.92825045828,300.725833897505,226.360341720231,247.888157458132,255.375908887188,327.973546433178
502,502,5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.059838317907,246.038837869252,276.240117074926,284.122823781555,272.422277343642,248.014173926822,321.929325396023,255.982001863745,319.736256847614,206.657754065474,219.602992316233,239.443925198938,235.503318086294,235.363242136632,228.246994064027,266.393738429965
503,503,5020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.302683462171,229.281554870169,196.726634521472,300.434430980766,247.222720782836,249.534183484344,319.340285722985,298.772334749982,289.073826814004,227.494356167276,204.539015881985,265.806431241174,318.42118476367,280.002687174835,271.645750791413,286.847159574019
504,504,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.381477490832,221.347783321389,236.307730558504,234.784116848866,271.396525043275,252.500321030452,358.224663001328,232.736563182515,274.868963274741,302.897626916587,267.476457380648,239.465081371301,261.171944858396,258.106806216426,298.132193037998,197.284690002784
505,505,5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.086662380475,229.106961763399,292.436913722723,243.217550025506,277.996687095468,268.480758106243,329.304696649079,238.718614659192,252.61712277069,168.207842800628,278.452767320243,238.758655323955,280.675056141253,163.078867184981,212.45797052586,228.683863978051
506,506,5050,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,291.637976882443,212.924443350664,316.062353300498,245.640263751741,273.330247937542,242.41913660445,337.750218215496,322.590977986874,281.941637012528,287.114904955776,263.869577376155,204.415416522114,213.649031644159,277.888153226133,212.89434969453,261.203553145178
507,507,5060,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,229.850698962057,310.650272913322,254.109276667061,264.02608079903,238.139577774276,204.051921903153,314.122944669677,243.769363976722,280.481722652579,247.094931147884,255.718801296864,283.443288205196,241.274288129698,227.700199725801,273.088133021001,228.284560015041
508,508,5070,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,260.955555703442,233.95046149336,334.709763504516,217.453004780956,225.412619606469,293.363881556166,318.3989340866,395.201715760045,211.649021590384,223.604612179845,291.627067099112,275.828989348232,270.983196911527,238.28710103222,211.901611777724,206.356577073887
509,509,5080,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,246.458349175789,227.765608004001,252.630889962339,220.6953724796,300.002926859317,255.970403696934,324.424335126883,265.976724464059,259.07100556538,192.080171988013,255.52268653355,203.726936070037,274.83608323415,298.705317915865,237.423557266036,226.877051622385
510,510,5090,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,191.397333287221,288.417143336183,298.659255186006,256.689922460514,240.817955177253,308.515996256444,341.92006692205,245.303850660657,256.412485421697,183.745549429539,246.400642697788,334.75056841742,313.495766035048,300.810933984656,229.018177375542,230.785719258464
511,511,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.381783101967,295.485689954167,266.849159964171,306.684236534218,283.688360664522,218.172255870392,340.128429204841,313.722325230038,279.073342336297,297.441325342485,227.365422377951,262.74088398678,299.380143615894,320.268686106684,224.999545815865,239.736473408815
512,512,5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.666824014227,282.45348762761,241.424152620309,202.081489378987,236.489348781837,270.73309775714,336.818799349143,271.21723485755,223.324136626064,265.593276849791,291.262653662511,236.275929397024,211.826618357229,174.327441552675,236.091418318165,374.775703276181
513,513,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.421961837891,243.777632954863,266.490244908377,192.621126222949,259.671921145913,300.063008490954,312.03947958563,311.051572500895,291.036969627868,210.443851275561,199.057912509032,285.287300588751,247.169454729071,259.745814759113,225.023799093751,135.758065471954
514,514,5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.752471159865,228.428614657135,296.992987672146,286.212274770837,288.691131903936,255.224565175777,325.826720369713,240.372090558631,322.244740038561,312.144603745643,286.660943065811,273.310620084112,219.193818237615,223.294973946467,287.095481354578,255.970683728613
515,515,5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.502777713882,203.984516481812,183.404388826169,326.055229301271,278.356654631686,308.3449771506,324.675888667997,270.007410765731,252.358572037854,236.135974970931,183.315521213325,263.830011038625,272.633041704562,278.861134048771,282.473639258328,243.882980480855
516,516,5150,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,320.795279660985,247.341015886756,214.228476931006,262.564095359152,272.171841142946,169.605261601865,301.734494550119,230.617604135738,215.794464036668,241.240059852326,232.696074807191,245.055507458098,175.467692046494,251.638627357834,248.119743329238,237.853706331375
517,517,5160,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,217.064769077979,264.017895217193,237.119983777837,244.077911066781,280.056047194278,253.432268789657,314.027439320411,204.999032720999,291.009438128317,309.638627616408,206.241610900302,216.065765175569,229.727192526725,293.153601971154,268.079278153446,224.727166659657
518,518,5170,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,215.163486927944,221.899977856883,253.725864446346,257.870228474755,190.733895281295,175.332812927517,322.07822198201,328.81422516707,267.244718869717,249.836903223097,260.654441537271,281.593029480131,310.352661105678,251.287193007337,237.336310373288,182.075987756629
519,519,5180,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,213.448712891964,244.01725715323,344.296102910689,226.576057276755,173.02557388567,202.931573649021,343.262537460058,260.18696881348,253.904265333247,328.201638203591,239.879855933894,253.680494349122,259.968904606387,238.598495177874,233.148891784774,260.964012771255
520,520,5190,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,294.311051872975,266.735092587061,244.786928156896,262.874274559701,299.258922534341,187.679600050977,313.312388463778,238.508778002598,341.47856210761,301.845119556824,250.554671849844,208.489578545292,280.968630955707,216.246399556573,265.895324632873,265.646957474506
521,521,5200,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,285.378023218,228.93307194773,250.215806638464,268.707989660963,277.855155660301,219.31303590196,358.816971648256,244.008037426926,280.811436261904,228.484143367492,260.515671866295,225.048944206718,182.828118384497,236.330165914462,198.910457551194,210.595117341798
522,522,5210,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,235.081139333088,231.457459528623,250.089376731005,219.575388328155,230.898817467734,242.315288454663,323.78549958837,230.329361158128,267.674395263186,257.111856872495,230.332666606156,223.913633544954,271.987959018504,251.541482843741,255.819256043199,185.171865068006
523,523,5220,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,274.532193899621,270.844926956419,273.681993931894,227.857279744733,209.490028643287,281.146466472497,354.919127866251,246.845773900182,239.618906235136,296.800247003849,318.953768704736,151.921272576343,170.016664647383,311.093922680523,231.616047241573,287.040557363027
524,524,5230,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,266.576386408317,314.089079842895,258.210380996739,231.272909468105,241.272224266695,264.831570865295,361.806658486654,198.599806098148,240.353035250419,254.781432104643,280.536276095854,229.529257434715,269.891917280025,382.544980647293,207.759293174658,223.88594409956
525,525,5240,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,159.135528413655,258.650102829101,233.044291547585,170.725953941312,199.270650701244,282.622349100513,352.137235740103,247.945402810722,291.701996251335,215.459240742527,271.220333140076,299.908757167946,185.776099251771,216.590393693419,263.521407892212,242.697767680626
526,526,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.527373631659,187.305276633867,269.593047160908,294.487297804873,295.304938691789,351.551850012996,371.598971943869,282.965966755053,210.984043077346,327.450121678145,277.866773351802,220.963215720234,217.462634858313,189.962210331345,327.771546108734,201.044094210184
527,527,5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.527926810718,288.850566746875,212.571251481421,284.764916981029,287.687379449405,279.410991192084,371.162143007749,206.046832747883,262.402356361389,258.052234077608,252.29317154428,241.609108076309,240.629086552729,199.172324649211,262.943063990752,228.506317462409
528,528,5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.8463693866,211.137463383736,292.152874397791,223.693343610471,253.459696979263,248.736334731861,373.908419557555,235.431685660322,191.541969458479,247.844915198388,188.05346781366,275.799151277808,269.843612208408,233.681026657576,210.961708418828,202.33725497062
529,529,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.324630284504,230.539092068003,276.426816099632,276.309062898373,253.737848059977,301.430657031503,381.666457706566,254.37638579197,250.251419591475,270.577475644809,227.164217475364,243.744958225166,251.33826544684,248.807429790706,146.221096574194,287.671407158779
530,530,5290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.598350546008,217.914730391169,273.614772946878,259.531160873559,191.003083968211,247.634631708644,352.555060494815,276.67475231877,264.979130867277,214.71854744705,240.411401660065,301.252098186926,254.834756128773,233.863361388371,285.239431295211,269.370877519407
531,531,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.291018147024,281.212470400843,216.117134993737,314.624821972349,286.683319446226,206.86060845796,329.645898266073,243.102731180771,205.778186390395,279.645930376967,244.622803445259,229.447988242105,203.335101462662,235.665694763013,214.508893593736,282.088479067192
532,532,5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.33107103381,245.616286692306,190.601386682183,256.811223114758,296.666536298134,273.413752412871,347.492530849161,240.932104416287,179.335348109148,296.750199681578,228.248572003874,217.952907242451,222.718749826366,254.522188059978,288.394234336062,216.839270093871
533,533,5320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.845195953819,182.037448281993,227.399048416725,278.927972336655,160.988612356522,314.90331385163,339.98456810142,286.147650532883,269.373099797107,256.641930652576,246.093501376172,203.49110970775,208.646128090126,249.365387727983,252.839726954593,250.435550364313
534,534,5330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.236739965239,281.087240048374,207.123346002358,326.272320819137,219.052102117284,258.926607340903,334.412491251941,277.242677985749,252.049633942787,210.822323976999,301.939759044696,225.572039895072,211.594833147516,228.694774782141,225.490994292449,238.115961762286
535,535,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.323298278738,263.979073975199,260.587927742747,222.580165005785,278.969038221372,219.00186529814,306.367437556949,343.556576170139,178.031605802722,214.20089946691,208.835035194358,252.962915014496,223.794469892899,205.387536791988,290.391750747094,260.613768447261
536,536,5350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.3990274482,300.450258219499,237.317483943377,218.758760046523,175.020149617765,261.302606884933,322.735894033422,206.141199199416,245.779999812626,209.419924745531,148.665905762858,269.148658777449,285.943617525881,228.464501798178,248.224566733951,226.507073612346
537,537,5360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.412996121181,286.07250138284,256.384981947097,307.030810458784,294.520951874428,249.558697067533,304.971810369308,265.355770085475,196.620359582161,281.254316972382,203.570278231514,275.070151285268,268.925074558714,212.998050324353,210.942365680248,260.425346483474
538,538,5370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.07116339721,289.147993576412,292.300005956836,292.316557647494,284.350809287545,196.711951120933,290.699386134644,217.139050689723,218.192383392276,254.34662875565,197.914199679496,211.628495300071,261.536163119752,245.327124958729,241.80433384595,229.374425996516
539,539,5380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.788591481617,190.133270025128,276.464432022192,204.374941717152,273.705632062071,213.599683256489,309.714795800855,216.227086415507,262.533668223578,304.045041752135,186.526776932036,265.193950930213,188.820492005678,332.373210359219,265.804498998689,279.266696508679
540,540,5390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.64374210651,250.538837902824,315.685389353549,268.083589695615,238.615941641246,239.984431363387,298.093786028435,235.0717212881,263.823000441305,200.390827819988,288.538501448193,250.677599858682,281.437858579587,270.171381992221,270.216566107216,248.210228583401
541,541,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.697111988805,206.337881796827,251.011013660433,238.126120206423,284.615292284555,229.805831771123,296.208983864549,284.238633354271,254.978168261164,208.624354733011,262.399331017829,263.305188686581,158.219137716434,296.376619970994,265.893401187953,228.627892708091
542,542,5410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.01092429427,188.326696369506,277.507917222835,236.12347413698,308.712671337142,208.888316119192,287.8204672901,284.603106337365,225.720915414841,247.720463146394,280.515199090239,164.186087959079,206.93655523131,300.327523650506,290.106301213671,250.891148521597
543,543,5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.847007581321,169.197235729995,164.170852682575,279.679137387637,241.814746011589,212.506676084505,290.063748609233,268.383112482407,327.493465707805,250.450957883732,231.241399468974,220.227848543856,233.224259194245,252.834349224771,220.933366077732,237.857666080196
544,544,5430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.939851744047,230.878999061496,234.070738035402,252.454799568256,206.741225771587,225.083382069269,288.78539112161,279.611269569085,276.401598591131,333.180920056331,272.000602245042,224.753320475587,249.135691359178,330.267449063035,240.030704264992,280.24958235952
545,545,5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.825892406375,272.202779102759,279.974464312642,194.320557065101,258.222280410194,216.077895220353,277.990561877431,207.031887590906,290.945728754757,279.730632597135,263.80740355298,197.114434756223,272.95076355204,161.312547457327,205.17204112862,300.933699863712
546,546,5450,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,236.350691063124,280.643843603625,286.866129161198,267.274113640798,219.168435429731,258.809367433652,270.216999876652,260.708811445312,206.030018742883,264.357808977416,268.801894194006,347.240696372017,319.685619446387,257.07049469452,319.600227527634,182.217466212783
547,547,5460,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,217.5473437523,242.751970882674,281.683394945706,263.804746950851,278.947462311036,275.058437676219,267.435992117319,298.321337758207,285.015901601319,249.112410305287,311.995430680901,229.686176131969,292.8563397476,256.444647380091,174.151207427384,260.328404886223
548,548,5470,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,247.482897391752,215.798852603304,245.265084685048,246.641834748346,273.432844937058,292.484989683256,287.80492044736,245.156547655357,228.25792853181,308.73386434744,283.985567405165,233.039982685776,214.653673391778,218.968411933401,298.506572034403,265.937156083303
