tick,seq,t_ms,u1,u2,u3,u4,u5,u6,u7,u8,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32
241,241,2400,0,0,10,0,0,0,0,0,215.5629631745,239.498930855611,322.484347103078,195.45095021471,220.244208253684,233.74886550311,301.630197729139,294.169214059679,330.49761698074,223.680693248113,259.819347206025,307.570462849285,213.761832732402,207.658996900257,262.878186685769,278.813891138553,260.141944012022,217.02406661603,212.56570758789,282.539019874269,257.505612217967,194.152631055587,331.017048661242,295.679455563492,280.571433334282,261.258393979219,271.452443777057,208.697448862888,307.960820767659,284.740348387632,298.331374282214,244.06616358929
242,242,2410,0,0,10,0,0,0,0,0,278.574156227598,252.401980836496,196.470505320802,243.067539573442,208.417877787282,335.754400990501,206.216132012309,217.964459938966,182.727502919053,271.921764796588,265.011172001304,240.565489624121,252.767703054969,225.389382645767,303.009819590908,261.110236952779,240.891188734434,219.89767981563,233.635912276618,235.390418442931,265.698303858862,261.364658036181,330.078614153732,220.05415329773,247.166705152377,291.047262228875,231.858449052351,181.798535263504,260.742473539753,240.048761030617,212.345683886464,266.922806388531
243,243,2420,0,0,10,0,0,0,0,0,263.944302221511,288.452365557655,245.589525673642,286.130126162135,252.956234487032,211.432443216734,239.629014508368,177.634414543261,278.236385379012,261.389839896823,215.701195993494,260.384556777277,300.552449080212,174.450425989951,185.888703313763,221.622718044224,233.557091278153,211.601258840467,307.383794132212,330.633961083561,276.02945203599,215.700719888382,331.922683320317,255.182309453749,269.83779670323,269.768427049075,181.260863737228,271.581434986114,236.289255683049,217.374074430524,292.58029595072,254.324744509685
244,244,2430,0,0,10,0,0,0,0,0,192.478605341279,246.211987296076,283.546570420634,278.76561266646,271.629356111714,315.906567029204,222.585284168246,282.499880043567,232.632747994729,286.968016561927,265.345747794549,211.710284671674,178.230924309862,248.294877203483,283.853269221001,277.681880705348,168.589673691502,293.310336807359,265.800087452113,294.802757387834,294.23263687087,274.527106789751,332.711723262343,219.188044145085,233.080633733364,177.736225866644,232.212277590122,269.749108032026,326.964721442531,243.597165437514,264.57998894566,226.83838754021
245,245,2440,0,0,10,0,0,0,0,0,251.246561155497,220.503827578239,250.660089008898,173.117876577437,203.53592761655,197.268820736922,262.821112735395,288.2016864556,185.465086624748,231.393363257877,261.528141086729,266.065608640772,199.781622304016,263.297559401909,258.535959496171,279.324731201203,230.349677459749,257.185859197003,253.886060041029,300.69464837761,322.409493195959,250.330305207594,340.925860790849,206.164465972661,253.325237867119,259.496712053039,209.848839592507,308.113580350407,263.23258136411,229.775794779873,289.034594305455,280.308009542318
246,246,2450,0,0,10,0,0,0,0,0,246.913915526012,256.677893668488,186.984184729882,197.780497643872,214.554627808577,168.608503222251,257.678837627867,206.373871795105,266.827597979055,273.7501403783,286.46180974168,280.12870902303,236.68122594951,203.681439734323,264.068569147036,218.229417069867,258.180531892813,247.587291380571,271.473690520108,284.300029774696,278.637732540236,259.977521104471,347.402434687223,272.7783336239,302.281905606882,198.628538009371,299.758132345603,279.058730347944,212.580643220464,315.873039873497,249.716515160998,232.113600851479
247,247,2460,0,0,10,0,0,0,0,0,240.216638729039,204.717693033077,194.920742449905,200.412636926606,314.541720544308,305.553812312371,285.4958126141,212.460654024313,204.432759839189,193.171601542976,212.761463895778,169.474012237337,306.356527813477,240.58804466481,252.436949334737,249.765329393211,302.018571592124,181.098504632966,201.780623274319,288.741710823208,199.541904957442,274.413882731526,349.51309828871,236.10652733832,228.094653829581,278.533755670343,239.929860910134,223.691183300958,230.90137686767,234.883636047642,194.659105670654,297.226379207557
248,248,2470,0,0,10,0,0,0,0,0,186.783972059675,270.426838683709,204.214954792685,267.196885858363,180.741803958195,257.114108782825,187.550969119471,240.164349704304,312.268091633706,199.444483423722,199.397564405449,304.153567467801,243.344346301144,290.167014056929,217.200071530664,257.715047729284,235.983693759824,261.056852089341,262.901677081313,177.202744950003,236.524082218316,162.72612614922,349.526853347919,273.712157554634,220.210698492494,266.238459998416,215.877464735015,227.85063830893,168.867554016427,232.598681704087,184.076933466956,222.872684122919
249,249,2480,0,0,10,0,0,0,0,0,234.325046843318,338.580156650906,200.949307015486,214.847460589176,233.088431089519,321.017139483293,228.208904278008,202.714811451429,151.542001205281,281.349389792258,250.74406731551,263.493374443981,294.335120569834,284.443205281155,261.727927227073,176.040088241784,204.06843633263,267.423486557005,212.662954081751,120.975040298506,284.343557517865,232.588977193418,359.4429011033,231.378896064403,222.609296720232,269.662725677628,260.90392667797,303.534794963607,244.335364871268,249.097875728174,271.658091806568,244.602305456589
250,250,2490,0,0,10,0,0,0,0,0,183.180348930852,233.610275314093,253.797316354564,291.697606789317,252.136389653609,232.675883560571,219.387079724339,287.157125257104,169.006673291421,249.138369452003,250.017162696927,296.933330592865,272.910845023902,205.354930002198,248.222876332681,181.903692721691,281.337750396107,263.347068896607,262.74526840168,219.130625134166,289.309815052726,264.466146277782,362.81143796871,228.646193453998,223.767814409922,289.615197610356,280.117171024899,237.210827965736,283.292338610982,278.673690082631,193.584930292075,209.119141250923
251,251,2500,0,0,10,0,0,0,0,0,267.331727410245,226.702341385773,280.656391472282,232.369889680087,261.840564842338,239.074557547359,221.100785773903,267.899081165881,227.506013780333,213.244955583386,235.27700731539,237.036598795553,223.800335758376,277.011576444864,289.402788575888,278.025482490434,251.094633741777,258.529980784081,218.792410114652,247.800298214785,234.915024506063,264.41941471335,370.848987444949,220.70661880752,296.592331842824,277.315707586468,281.299206268176,265.169167335104,228.679615491068,221.955576663085,191.120102116465,275.919875802991
252,252,2510,0,0,10,0,0,0,0,0,217.35824556445,279.893216485445,200.694549042806,263.237043232274,327.512370254442,251.241998414887,220.269544282008,250.789819902289,256.605577405142,178.47550814096,261.329739563357,261.411785359498,251.759582507724,242.434982592607,293.538573332583,181.059229447386,171.266513088488,270.918195720329,215.390579154961,173.401303082029,278.696029476298,231.004861133651,378.225781034205,266.21206002717,292.249331194527,260.336812997906,258.333160853683,227.922705771497,284.535481521873,322.302320150951,250.570322944207,244.96152352311
253,253,2520,0,0,10,0,0,0,0,0,282.748298238044,302.05833440494,256.618509636536,190.301434876299,223.050631777424,295.286718393956,294.459592968324,226.582573700517,269.371591980187,223.100898553443,253.916382610668,185.397611603205,262.396064971399,214.515614570732,237.794268866785,253.533644657329,224.454797270685,206.092374974606,286.067557831988,337.093732012691,271.490812018241,277.487529976175,366.118204949721,210.842365740586,219.546788174835,224.760075331821,263.025374545472,271.098598014719,271.110265403863,246.78599884734,196.315532951664,246.06131041422
254,254,2530,0,0,10,0,0,0,0,0,232.684111714051,264.58584010813,239.512677845579,301.022624249021,264.891193473394,267.729813737371,285.736861630319,234.734656326374,285.081725634753,288.689715941989,274.469037713077,278.549247826632,223.090173213127,338.922523134557,265.266745584541,228.999104247885,262.442387822757,217.735691447586,200.880767435621,200.771862786453,178.478035866832,232.247299445194,364.457669258221,216.143080397969,240.396649933924,215.436321286825,256.020754139977,286.446497046327,247.773098646289,323.199937562263,308.102753518335,203.82543201562
255,255,2540,0,0,10,0,0,0,0,0,255.550369237864,256.327411746821,305.590927606073,179.934187830438,245.572502334649,279.131229906514,260.776396593698,270.044925855517,273.229271271663,273.937743914305,199.21464682652,259.610588787569,225.272840227649,236.598357365216,239.067812432528,229.332204290027,304.60700326222,240.463904654066,257.887845839273,186.933465061489,239.452196025833,293.143321471342,372.861344131396,232.428826255546,240.809751363367,257.886547243919,205.875764872314,255.720313650704,232.326742808726,256.913839748494,296.278233847705,211.885022233124
256,256,2550,0,0,10,0,0,0,0,0,226.105390963956,230.718824634703,241.185258182047,291.265011299036,305.926515842131,253.456864051485,239.748272062351,205.128401599415,286.251739148108,292.613415914359,214.69640066236,198.848843596299,258.308313655609,317.979987666488,213.693289333952,271.591441396156,226.905253065681,308.85883618297,326.849794480704,300.75032127534,269.576577447601,243.327730656411,390.267645769835,282.482899649277,230.289712333505,245.802809765256,265.693859889404,230.560455273608,201.068095982985,252.620045690196,272.385170368318,240.594404514457
257,257,2560,0,0,10,0,0,0,0,0,284.675716701028,257.408294182165,146.57916648921,342.61532720956,257.537409136011,297.785693360457,303.809276841377,232.031763225469,251.259278963519,215.609665259087,262.549824578381,204.657238925076,229.564436287508,229.370722833569,287.058300695212,279.980545384343,287.684260521752,248.010032992305,269.657925814745,226.14344152752,194.013177306042,143.533709728654,398.031167890945,238.050620314694,257.168359506797,262.564988965942,252.960585681121,357.89898466517,265.490543091571,252.073033044932,279.728450867169,224.262675183051
258,258,2570,0,0,10,0,0,0,0,0,291.422855646347,258.555100466988,275.435874359865,245.792548089641,245.714576375654,237.899895150998,246.225846278789,339.739192087155,270.134505563475,231.145213251928,252.799609956551,265.258739155811,269.13135619297,284.384519275977,234.402956754392,259.424330592473,265.390998705354,247.707446577025,297.928484259489,243.308103347708,253.050877923936,210.484724863242,395.132367193971,285.944112276426,243.34915306611,202.587206627898,286.357031482173,301.382405263214,250.781864895141,278.806956466356,224.898377414026,190.299286045677
259,259,2580,0,0,10,0,0,0,0,0,230.47669907403,220.926572836979,300.641555876445,177.939850048734,249.958739030986,271.808884852936,230.540263051743,271.299380595319,216.030268947121,256.027117935891,231.291313943324,280.773200342094,236.103583441519,214.959511799081,289.093027206574,137.883981514134,208.713720496102,303.837580789479,274.503621727813,222.410274903776,216.395453369702,274.711497494162,405.374849676028,164.278685384306,227.964464353013,249.095288212234,224.420676297847,314.304791970178,274.617303384373,265.024693075109,278.728474188165,205.967061810356
260,260,2590,0,0,10,0,0,0,0,0,230.453112316653,257.709976759037,326.655610786157,193.250210299155,183.517339235638,177.2631472566,262.566724254813,304.621753619721,291.404608101882,307.892277571652,226.089947347555,309.365088194021,268.578078272485,290.899540927046,278.838477665976,216.892745034974,290.568976979747,300.292367172047,227.892271062313,342.987225511195,189.444225245093,316.222685339749,408.681131237735,265.059008668426,294.307074615513,253.075230039169,262.682851856815,231.022769803612,201.378886121293,216.273002344938,267.094742408593,290.984887956963
261,261,2600,0,0,0,0,0,0,0,0,249.863571044723,229.838209145741,239.847353192266,260.754995804093,307.209874505434,207.195570562402,246.136217670409,217.452091629009,233.704830549567,238.599931179917,159.9677064919,306.832453711445,291.885722002583,228.895278475207,234.625116792986,316.366093855335,213.663224319744,251.299244170474,292.918781445327,293.780752406759,226.965097031806,226.37961634491,400.675716172665,251.909713487277,273.116249875113,195.969870897034,179.73665629545,243.942052748216,202.056498638859,319.425749408311,210.949117737754,232.78723265143
262,262,2610,0,0,0,0,0,0,0,0,215.576451021716,301.761035822583,158.667786369122,197.187951568249,288.703390842796,270.588596327907,266.090335108471,258.881284255218,206.115439881645,224.656476003004,223.063793881242,214.51705641626,251.851983748049,199.887492785315,235.897990250819,312.628820456866,246.500654514174,290.161120461166,288.069057156395,254.530509929994,258.281620757025,263.877225042816,392.869606960917,236.754912343573,193.041326423242,294.573036962767,355.274209445795,187.576369023056,236.236348814298,282.840991091305,183.839841152554,331.151136718259
263,263,2620,0,0,0,0,0,0,0,0,225.326899019877,227.036484772707,204.979902884718,269.104569771276,331.300152109188,234.369040193455,276.784876899059,222.954911651521,284.167041851134,230.064374058171,217.638396763836,296.091705577861,195.461136121785,250.606481104832,225.428604067371,245.655618169835,233.973073759028,260.094182821596,216.156446397237,197.396552034772,210.870741703327,273.596373840202,388.414606126196,234.583256341667,303.322705397909,269.662477533182,326.158901045474,210.676736255517,259.386008101641,199.01891620632,267.264927926448,227.292856249821
264,264,2630,0,0,0,0,0,0,0,0,282.120576764988,186.917279057511,311.035466899939,270.418841327913,278.719038437037,220.686132919748,345.234827737727,210.45224098497,257.253243400859,263.91360305548,232.391103318443,252.740022093403,308.802467407527,241.76760317241,298.093959989281,300.990945107179,254.051786027462,249.612461548595,224.081577234708,250.498811552669,199.147738543831,191.800781562399,372.232067005407,291.318632834981,251.005960008592,263.006250231275,177.919464136753,255.481351965848,288.398734567093,227.996788610933,214.164703119072,257.996284030751
265,265,2640,0,0,0,0,0,0,0,0,277.776507749759,234.025020805475,336.121339967868,300.187038774133,211.23124791606,239.521239662712,319.564764747961,245.515279335714,262.383362346001,249.645342192711,206.692047648035,239.317232086707,230.468722149146,268.165946494295,196.579408565112,275.188245839166,189.036445717739,272.755133298084,312.436811554624,297.612306085145,311.612689240273,246.68064806963,354.456455943947,268.149400457669,233.424571281533,253.474426866689,339.161956828913,276.405626070217,245.126255058594,272.257905694172,248.123183999306,220.420727435903
266,266,2650,0,0,10,0,0,0,0,0,226.782600099713,232.723994374482,233.280984230511,219.891195564759,178.619169714851,258.564807025361,306.582358676342,258.436475636096,296.854901483962,254.85843632283,202.506454676202,181.153622565581,278.240176282791,203.644984990126,249.922197486719,245.12937095968,232.830871960436,285.827125328568,250.696638486843,296.867722788862,268.198849639395,238.681455683117,367.682567903143,208.790858889085,234.167728831054,257.126564278743,256.14519838051,250.288573536174,228.92009217519,201.496205796848,252.510450808533,205.177517816844
267,267,2660,0,0,10,0,0,0,0,0,225.990647202077,290.533140485599,192.525220082335,241.706539964743,224.486061308479,301.203584479039,263.161609581044,292.624801143716,279.167209612904,264.126371682075,268.91261206159,237.931449947909,166.369192038698,282.357733240259,264.896166463431,248.798131669478,286.278598780172,195.933193739045,189.102098650965,297.259919540087,292.551354115166,298.11836102859,380.700547350454,294.867691098622,283.580375576089,225.511964690116,192.238811105696,274.299027971969,218.406635703057,257.115546559505,270.992862566995,230.181937903928
268,268,2670,0,0,10,0,0,0,0,0,226.533900096893,217.193342185928,218.087075118532,276.324229713804,258.251384336182,212.361484164377,211.849961099675,240.39554824939,260.692655131312,230.601266929693,206.401232126987,199.394140433843,274.243615483445,284.889730956654,195.634452888988,320.061625763838,251.668235092897,226.722450728282,242.212636301335,256.752170541886,269.703171795666,231.855292999264,359.287132489169,258.522707958308,218.217997216882,270.827151575624,227.152900539739,208.938977670106,233.401239818471,278.187508061691,199.063990410278,212.560494150493
269,269,2680,0,0,10,0,0,0,0,0,219.315104810779,273.193047226956,209.598945744139,243.505018200528,253.858493556776,289.872705987409,290.479850393268,210.95424389925,266.295067990804,188.003532227368,194.24900093862,253.725820115049,287.709564707626,215.919022175434,292.412603398759,262.188730573544,301.335710850069,229.560488851708,286.433373191315,255.473530231778,329.660702315613,209.121001881805,353.865486180063,237.344982154826,246.714101418011,239.347476111051,237.927670728074,257.574098067084,262.48353292388,224.412249904908,230.397593909426,203.390568968147
270,270,2690,0,0,10,0,0,0,0,0,247.220354991144,301.717023511321,315.022376068806,281.65450192845,256.574860235679,253.437897084943,259.308403822638,292.821813530857,261.202140289282,210.652551879408,227.737349474231,300.253117746957,259.70803112143,226.78275874764,219.812115765149,255.939313792201,200.551861851799,230.445317260487,272.798861727859,276.177209132709,289.326219124057,294.468149516537,366.970717295593,272.9506529064,127.386290486253,224.533852360571,248.390758796439,279.438721178629,185.22808580141,219.826339218985,267.49036060439,244.335112254048
271,271,2700,0,0,0,0,0,0,0,0,191.510280986973,247.683275614771,205.735574822288,282.51025406484,237.412374607461,203.818527958081,334.784948178827,221.602841240642,234.639091703062,305.530054968281,213.581505192433,320.806108448867,231.275311438688,302.957460316406,311.518422621429,219.772872769894,284.999679125737,222.740394776543,328.826135707009,216.531928663468,274.697358529799,185.851426028248,361.021517665426,290.904117477647,222.77686543136,262.095212937088,293.243386590187,261.34522555561,241.579160804997,280.314800377266,257.322442542353,269.568606888421
272,272,2710,0,0,0,0,0,0,0,0,255.05871300932,185.614861792529,245.110138371457,285.93805596611,225.686098089388,240.107352167837,310.762050232794,295.383483045396,225.457886912108,209.336318873599,223.439264815465,283.298621773537,302.121351319633,274.184018992186,314.900116978663,193.457695782504,336.78244766228,255.020199892739,241.27753316129,265.461898954409,209.714527440059,251.731268031094,347.82196776953,274.347975364556,312.440750320505,231.755359415806,247.121579046511,240.327979178007,208.978022117703,177.125087144112,217.478087562884,295.334100758109
273,273,2720,0,0,0,0,0,0,0,0,270.044568704383,259.083824895825,217.990576797885,254.107707502624,229.950190546691,324.180934559868,245.504380739218,234.05135963529,225.107444532117,244.881409969129,215.191063921973,208.273581193813,270.260752021348,262.085328978026,300.036246279558,243.758670824594,335.396047640992,247.168581079015,346.019133518101,241.177561196673,315.547653197405,162.16541809082,342.153944980104,242.900679262982,247.558765899022,191.762686804853,207.249037201921,199.763921941111,263.550789560887,247.166585340982,262.146930488318,277.446792545012
274,274,2730,0,0,0,0,0,0,0,0,268.217518249699,300.973701630666,286.549749682458,229.045356374471,253.188202105913,324.263104916775,226.523575084788,306.956486178767,262.435658628363,255.490868409472,315.24134406105,199.210595903206,255.315424256221,248.867157110333,309.375063179285,284.241764247672,312.848785195449,319.113717549182,225.897841854921,197.671095989752,225.167551191788,214.541256863962,350.362032136261,243.05287045258,290.62003890187,270.814916308273,260.610745070703,236.24723629879,268.545591680424,244.407259310673,215.283284909698,278.916969298988
275,275,2740,0,0,0,0,0,0,0,0,249.940080701711,258.167331812153,305.76488097673,249.227184013989,204.314750771916,342.373906956366,282.486274590715,257.819437146743,224.721198644445,282.322942894746,280.19403773924,256.082963583881,220.603439729779,300.347824969168,205.279583451288,237.33911621866,270.156306752846,196.693376691398,226.244155209112,228.2115340204,310.040113497562,274.105192008423,360.622267940267,236.528913237027,323.539570774083,245.731646129379,333.817509019648,311.761581958445,256.718486705162,237.984758067692,294.151628787538,295.985302986125
276,276,2750,0,0,0,0,0,0,0,0,230.366258044579,269.174325939147,316.801269364866,240.192803931372,295.754433213198,259.925651283908,232.520207455969,285.514286179925,249.127636675049,276.790051482805,266.131150276576,249.664642391744,269.66342861437,233.51001009463,329.87975931806,260.932942919335,205.833965559776,202.460136582868,291.280948787945,263.771993587847,240.739589872422,236.527589625979,332.510744641952,265.389443524397,252.1218805638,223.534835633008,268.975853801279,296.140858862235,249.403690841669,317.83910509707,261.476227858846,299.728989599663
277,277,2760,0,0,0,0,0,0,0,0,193.650085622544,212.534165855062,259.116933918114,231.447126898986,240.983279109262,186.493061600233,232.027239641623,254.198566055728,261.663805120627,276.032663697657,209.504918657031,234.51682333867,313.561589384785,268.655256523162,265.230557396992,266.776484566906,235.661302881031,231.369866880602,235.839629505042,320.92185139689,210.848934542971,291.584215760592,339.043898893405,181.408532202766,233.327629025342,254.99587797365,259.862271211711,310.271096950797,341.124392588123,281.888046016307,218.762487184533,298.632468035789
278,278,2770,0,0,0,0,0,0,0,0,227.92182347187,230.139457566391,262.07703884419,233.647501819898,285.93060327584,232.347887928304,263.783394714438,260.728252801081,189.675831924561,250.578153958731,211.680553561348,218.066664050539,323.076240572116,243.264954668511,256.641179139448,208.315294383168,283.411788063324,261.190726780995,243.265209685743,259.361026522053,285.093702940207,106.789803044834,330.087662285928,284.654301775414,243.628245918207,252.277030825034,318.157847050688,222.564702900046,207.116645142272,305.466295872711,267.075949039905,189.151553104591
279,279,2780,0,0,0,0,0,0,0,0,276.539582147721,213.384542197843,256.984093930081,227.253932913814,248.678520244472,230.978532875275,319.125420962241,277.790035965492,224.77543123779,239.554725447016,264.562411592458,241.410906838238,279.810396228566,249.65927635667,222.548347799071,215.799720731338,187.494936452306,272.721175625641,278.131506615633,287.040137832572,224.629339409808,244.718050979114,341.557403109724,221.523472498392,166.559575709994,289.673945771583,236.102013753652,198.28946779841,222.753114655603,161.454782200146,276.494821720277,322.002948648299
280,280,2790,0,0,0,0,0,0,0,0,225.778681604075,236.435170142458,290.111039239336,273.722193515333,239.573558430511,247.813981269518,224.403188396608,204.321162710421,223.153153874132,250.467680812375,260.023814644185,209.700089657217,281.557629451169,264.326755523378,294.261902545186,291.730697915455,240.505060194224,254.106041832187,292.698321805825,238.701957668407,210.588815676439,226.364413041657,319.704313176689,239.16494675364,243.152050620204,299.906366830573,273.86990071483,227.534874714394,237.804586816896,237.180958430914,273.669633120506,284.3813478494
281,281,2800,0,0,10,0,0,0,0,0,265.445370356947,219.313776440239,272.269419428986,302.47141151047,251.61997194317,288.574995612427,225.287223383083,219.939828730005,307.142375721737,259.752838927432,210.745121415228,234.664454651038,233.076106682622,252.017473562133,314.192888366027,298.668869316057,251.444697336577,245.456167211836,226.011944506692,237.131368155841,207.125202218677,211.631118271945,295.781198770033,272.214008276244,250.48503767945,251.79984542746,253.585569562393,320.75313018216,234.883573991909,251.253120833265,179.90225830585,270.729879302102
282,282,2810,0,0,10,0,0,0,0,0,282.138691706704,241.268296893699,250.915563255718,269.345931690444,280.122709411529,216.700113141587,227.044756315991,212.41918706169,258.035388597974,161.311589449579,231.746737484934,282.627442621557,312.445240658771,309.615487997693,233.42949967171,251.131260925606,255.185778967652,216.138788055851,195.656928666014,257.404308670876,220.176019385983,227.270222632603,294.99805354199,344.790177634432,276.381002512604,217.151022687658,269.450728789547,258.499437640097,249.700137624648,268.318276484927,246.73546691208,235.280310465233
283,283,2820,0,0,10,0,0,0,0,0,221.768176985683,227.419624648523,211.707887513852,250.155355804875,259.23834047886,338.698062069496,222.701985090103,243.401960562121,262.912408853563,282.286035230003,294.212327233421,244.415245879185,271.065802064352,220.949721057171,290.327941609915,223.512044873677,289.437162711651,249.151860191935,255.192123842952,145.995112399784,243.626104289394,286.784113869277,314.937263248696,245.696415074252,211.807426899711,232.995100007176,238.688406381543,232.95548030143,292.060091665854,247.132242839691,251.843255271408,269.723924657144
284,284,2830,0,0,10,0,0,0,0,0,305.311983251596,278.602513916856,229.258736203333,231.602577361887,216.6505734789,235.802779038731,233.892464583393,212.974385280341,243.449898834919,208.176759179003,276.568014137608,289.003494060789,221.593366966349,182.802209222224,239.374763621765,182.672459850315,274.376397057309,189.74264412212,325.875941555782,242.059274964218,230.354006028973,273.64363886371,318.603361787653,255.892524163084,183.555190329876,208.626908337311,194.631577604752,296.046640627562,215.731134346512,287.746376030631,271.498425875829,226.577172141607
285,285,2840,0,0,10,0,0,0,0,0,223.557102336957,248.021183188826,262.256510232129,196.364924609368,332.051142574693,261.463035274178,298.177187372379,266.276381479759,175.296919603368,278.561347013909,240.942424173775,275.073074630732,292.800254143432,259.615523222491,220.600597269728,199.645139521757,218.665270909069,234.453162024715,219.993529924398,279.589247244748,247.095511761345,254.49733877071,299.456422391829,171.852756144845,233.444091195097,213.667436749325,247.541756998987,227.250103967394,242.740864805161,204.796252667608,342.510945310119,259.860771504623
286,286,2850,0,0,10,0,0,0,0,0,284.224734720369,286.625214452151,235.510002591534,210.087808707502,294.234864947971,268.473496551209,239.184880410408,219.268722895753,288.996468954951,294.808821543186,289.100035958579,296.388351922328,248.215297760587,261.337794561741,189.883590216601,280.155609047627,318.295654695941,229.430679408908,252.836652881435,246.773201755661,256.910795405496,249.15438505824,322.10412218844,261.981999864837,265.342244415573,299.213953353287,230.746723586675,267.775861252152,270.905429596092,246.043266854766,269.647161511357,216.865530626935
287,287,2860,0,0,10,0,0,0,0,0,288.200119844606,291.970517165763,260.93328122925,278.660979611438,278.368502197084,207.889525152849,236.755589631198,274.747657398446,219.820182075933,259.631079209386,223.820186040615,216.318472064663,252.154683325772,240.264329976585,270.009473190216,242.427460012049,206.436926359705,178.93555380953,268.402161952156,303.758034932664,287.729523146734,268.417797606682,333.408861941977,236.727258540546,213.831936999355,233.951699013954,265.190259342276,260.805700858805,249.983161903273,291.943449127867,258.036463382674,211.701246079666
288,288,2870,0,0,10,0,0,0,0,0,244.163075360703,210.489654350397,238.194584129054,275.189004469131,228.123283377211,247.263658548729,267.852226794618,249.748922814385,201.337357320283,251.681738643266,170.162985251715,242.970271077488,256.361414854739,279.748550397209,294.847950807768,296.836880076191,220.785418175694,203.291040316771,200.490713494459,283.019480822351,190.158551041091,286.08808580536,333.558955004333,269.069335137124,266.349636261609,273.22584455586,251.972106905416,291.906476630254,314.500570795503,277.829050582577,261.381536945436,282.912832826908
289,289,2880,0,0,10,0,0,0,0,0,153.31358125322,229.234203881764,200.959406928568,243.135889399211,254.132930908517,276.197424605777,287.496701342396,245.663969737268,264.887654067558,240.878878168519,305.535079595436,271.18725966086,275.025517115171,305.622423565416,253.385194976217,250.64497959659,235.45799764411,229.129837145343,214.918727690438,220.50154363646,270.213845986921,180.938816154017,333.326068077839,260.583388569621,237.184865418055,195.081852382017,252.048128795491,240.076654157438,218.932036438419,252.226561569887,269.58277753451,267.144602405796
290,290,2890,0,0,10,0,0,0,0,0,212.905373400101,225.286560539152,264.881858684221,273.082714296194,268.158970817767,269.935277300945,303.73592605473,262.895743060363,236.754784666421,236.351500406912,281.490740751385,263.671150824273,239.85567704155,228.587395927929,228.260794861623,268.06805648194,246.445523957332,261.541922122629,213.764592160834,240.146068937231,281.72621344017,255.568364131323,349.02652526466,215.012468751744,226.638115760324,237.477265172271,265.666588099737,214.720034614418,219.198820269058,283.194251419311,295.584289871744,264.116523673179
291,291,2900,0,0,0,0,0,0,0,0,297.021592809522,299.446127192175,186.077711442644,237.05455706698,263.777512580402,280.529517273639,210.455672650482,228.555492772511,228.865658808511,324.100561174721,252.648566560497,168.59860071805,227.555526821379,189.26956002203,168.798278200169,265.191396187302,217.847859492011,140.975020326212,242.754808346856,275.975004923987,258.645003490723,233.810480100616,358.85379100811,171.987338898118,226.663653008023,288.331044981247,224.051475884514,289.854798616105,228.812200163091,191.83018243359,257.940290834352,271.818834185594
292,292,2910,0,0,0,0,0,0,0,0,224.210446880373,212.171400941492,262.451538525419,271.138041156403,249.334236156155,333.79186235643,167.963103781178,262.670932199027,252.800415340677,238.229114537004,283.236955617704,225.15705630243,261.216803967772,252.31828626033,341.9380574209,294.401667455074,271.148362757902,185.649250737279,229.016400312269,285.459483178015,252.989686259872,265.078779318824,346.200281947915,251.633571896667,222.977083728098,182.370591947349,278.262020134253,236.64710385244,249.765465671671,230.256179875715,336.549541477764,226.330392187714
293,293,2920,0,0,0,0,0,0,0,0,276.059481205715,328.558371386281,202.176584725637,182.754168334475,229.454165199689,221.785269056159,249.82324224201,274.845906905546,358.796330035957,303.425003525514,297.526213296858,292.57676460999,311.830451474395,235.453538558433,225.569690122661,226.195833659149,311.842619592352,237.927165651739,244.456198467441,231.81793463821,221.300933602752,241.187958175948,351.722879080998,209.040600381445,272.480361499649,190.293971748111,230.468988950491,281.700395780438,271.534625637114,204.295727148946,292.725151103781,170.326022823571
294,294,2930,0,0,0,0,0,0,0,0,234.616465498561,286.212409003367,281.355485050667,240.620960176032,248.099733011024,268.221332487788,266.776907569201,234.742820580448,218.461733677001,236.9991996464,327.923609975907,289.315610288029,286.603053668582,298.147836103533,286.133375960488,239.92819101934,193.710705647889,200.920451942804,239.817771672307,252.997868890784,216.132780117237,265.678290674703,360.836836382084,286.248035525145,241.539991836288,228.960282702999,269.239093751438,291.629832577916,252.427438604952,287.765655422507,270.302108510957,183.615525357612
295,295,2940,0,0,0,0,0,0,0,0,244.866890267919,282.196021153321,309.271941575242,236.060571017848,224.651426738243,203.651010243684,268.422024922942,233.316034837492,259.475041423811,242.252906662181,225.983356016759,272.058072203348,292.707423533464,276.9459444392,282.426240788113,199.117739601245,277.587360380185,231.67131013763,236.411883807411,267.148351051505,285.562615799449,199.571272319454,336.568208565739,236.617669243548,309.501697602282,242.561143071844,273.822869671776,271.163127959287,256.528401022279,214.29618107896,327.899311542198,249.719451560242
296,296,2950,0,0,10,0,0,0,0,0,255.185747322596,245.603874348537,234.740248404086,211.186202566875,263.605194404957,275.451258292216,257.26090745242,168.748366750941,231.340210616767,216.244489314258,222.104790101823,298.735281616172,265.398000520054,273.703908380827,208.806608240258,241.661625789715,237.94595140733,268.195887926093,192.981093607004,259.2174920782,232.734493569273,294.053468160871,327.995740784328,258.838863918997,247.712270012304,309.950005427814,267.454193701752,283.119082731309,266.804273899228,259.889828444237,226.913915143009,238.069452567818
